University of Waterloo
University of Toronto
York University
University of Western Ontario
Laurier University
Seoul University
Korea University
Yeonsei University
McGill University
McMaster University
University of Guelph
Harvard University
MIT
Stanford University
Northeastern University
University of Hong Kong, Illinois Institute of Technology, Bradley University
Technion
UMD
Tufts University
Shanghai Jiao Tong University
